40
Properties = species:S:1:pos:R:3:force:R:3:Z:I:1 Generated=T by=T Multiwfn=T energy=-29654.71595871336 pbc="F F F"
C -5.06422383 -1.94238088 -0.04209870 0.00219798 -0.00009873 0.00001507 6
C -3.07714045 2.49652558 0.41800821 0.00222076 0.00027855 -0.00063604 6
C -4.18112843 1.69449396 0.40505821 0.00110485 -0.00080599 0.00388694 6
H 5.65090391 -1.25452551 -1.08968099 -0.00205153 0.00212553 0.00201230 1
H 5.40850255 1.18295575 -0.65041896 -0.00086831 0.00174002 -0.00196566 1
H 3.97069667 3.15356877 -0.17871730 -0.00137878 -0.00445238 0.00109745 1
H 1.73376983 4.12299150 0.20737384 -0.00224354 -0.00098669 -0.00183299 1
H -0.72120248 3.83957354 0.39892124 0.00110079 0.00057901 -0.00144054 1
H -6.19316993 -0.13402992 0.33575854 0.00202593 0.00152898 0.00185464 1
H -5.95105546 -2.58070887 -0.04657144 0.00247191 0.00084965 -0.00231122 1
H -3.17771603 3.57175856 0.58640152 0.00312934 -0.00184518 0.00274306 1
H -5.17488214 2.12107583 0.56378854 0.00182528 -0.00257640 0.00006058 1
C -3.80906007 -2.50446311 -0.25136916 0.00201641 -0.00053407 0.00288879 6
H -3.70812614 -3.57915688 -0.42073786 0.00348436 -0.00194411 -0.00033286 1
C -1.35138508 -2.23734173 -0.46156608 0.00105359 0.00069199 -0.00423394 6
H -1.24801450 -3.31170341 -0.63371972 0.00168361 -0.00023654 -0.00136479 1
C 1.09308017 -1.95694072 -0.68636565 -0.00007297 0.00221372 -0.00337627 6
H 1.20411141 -3.02935982 -0.86555316 -0.00188750 -0.00056780 0.00044130 1
C 3.54361441 -1.66142306 -0.92612863 -0.00198993 -0.00246985 -0.00097255 6
H 3.65550949 -2.73224046 -1.11099935 -0.00295399 -0.00211612 -0.00220806 1
O 3.68130199 -2.16076358 2.25147932 -0.01252343 0.01481315 0.00791262 8
N 3.61039278 -1.02697014 2.42198122 -0.00657760 0.00181078 -0.00370085 7
40
Properties = species:S:1:pos:R:3:force:R:3:Z:I:1 Generated=T by=T Multiwfn=T energy=-29654.70313480347 pbc="F F F"
C 4.66685721 -0.78544701 -0.86914834 -0.00342893 -0.00180044 -0.00297004 6
C 4.52240819 0.58754451 -0.64431569 -0.00002031 0.00221470 -0.00234973 6
C 3.24956587 1.15177654 -0.42824700 -0.00078403 -0.00401905 0.00289054 6
C 2.10432993 0.30282799 -0.42906430 0.00218384 -0.00175683 -0.00018260 6
C 2.25693165 -1.10842873 -0.64740194 0.00039765 -0.00292293 -0.00428788 6
C 0.80314796 0.85279637 -0.22010638 -0.00181582 -0.00164700 -0.00509958 6
C -0.33822016 0.00981448 -0.21945781 0.00228669 0.00081026 0.00378754 6
C -0.18368678 -1.41533104 -0.41821164 0.00192817 -0.00187027 -0.00029506 6
C -1.63104104 0.56177166 -0.02606609 0.00111946 -0.00056389 0.00274584 6
C -2.78229724 -0.28322833 -0.02455999 0.00089829 0.00248924 -0.00904540 6
C -2.62950908 -1.69909149 -0.21277991 -0.00011580 -0.00100114 0.00272280 6
C 3.06251516 2.56128016 -0.21038774 0.00474929 -0.00407520 0.00637248 6
C 1.82067348 3.09172692 -0.01415672 -0.00520119 0.00094025 -0.00531817 6
C 0.64576552 2.26458707 -0.01585395 0.00199950 -0.00187135 0.00369077 6
C -0.63964209 2.79141342 0.17053736 0.00086189 0.00051885 0.00547002 6
C -1.77979333 1.97619362 0.16634007 0.00173179 0.00071153 -0.00034561 6
C -4.08099385 0.27538491 0.16109922 0.00254616 -0.00147077 0.00876700 6
C -5.20241254 -0.57792030 0.16184444 0.00013066 0.00325759 -0.00804503 6
C -5.05088200 -1.95669057 -0.01811968 0.00218965 -0.00029707 0.00052121 6
C -3.10232117 2.50793652 0.34758608 0.00198700 -0.00005132 -0.00003569 6
C -4.20011436 1.69738571 0.34342609 0.00195980 -0.00132186 0.00662460 6
H 5.66171741 -1.20319698 -1.04191916 -0.00137672 0.00324720 0.00414940 1
H 5.39976066 1.23871684 -0.63949868 0.00106192 0.00332423 -0.00253804 1
H 3.94445533 3.20700164 -0.20822193 -0.00066916 -0.00616489 0.00214826 1
H 1.69791940 4.16571444 0.14700216 -0.00141879 -0.00097517 -0.00216801 1
H -0.75667030 3.86770874 0.32256985 0.00221326 0.00203775 -0.00290632 1
H -6.19707811 -0.14840671 0.30379559 0.00103343 0.00162566 0.00396927 1
H -5.93260614 -2.60206119 -0.01305921 0.00266536 0.00096386 -0.00366434 1
H -3.21236171 3.58618567 0.48852784 0.00210589 -0.00177910 0.00312713 1
H -5.19850427 2.12021527 0.48166820 0.00102772 -0.00349212 0.00088148 1
C -3.78975523 -2.51371163 -0.20371689 0.00159691 -0.00128385 0.00362351 6
H -3.67917641 -3.59135401 -0.34613527 0.00368871 -0.00235199 0.00117417 1
C -1.33277814 -2.23195218 -0.40331542 -0.00036211 0.00112774 -0.00760553 6
H -1.21956856 -3.30927036 -0.54871920 0.00092477 -0.00027794 -0.00267611 1
C 1.11001380 -1.93603003 -0.62678051 -0.00106547 0.00214301 -0.00505582 6
H 1.23055947 -3.01095904 -0.78339522 -0.00189218 -0.00053160 0.00004505 1
C 3.55764758 -1.62401883 -0.87366365 -0.00116039 -0.00397292 -0.00184266 6
H 3.67832124 -2.69667275 -1.04103652 -0.00327996 -0.00287753 -0.00197389 1
O 3.72136595 -2.35551446 2.22765998 -0.01226221 0.01069471 0.00883704 8
N 3.64773485 -1.23531199 2.47052624 -0.00843492 0.01226967 -0.00314266 7
40
Properties = species:S:1:pos:R:3:force:R:3:Z:I:1 Generated=T by=T Multiwfn=T energy=-29654.689240941872 pbc="F F F"
C 4.67219864 -0.74018416 -0.82293563 -0.00642051 -0.00273051 -0.00874283 6
C 4.51811113 0.63409446 -0.61323809 -0.00215278 0.00296546 -0.00791818 6
C 3.24017369 1.19321509 -0.41349474 0.00084034 -0.00347911 0.00106063 6
C 2.10103154 0.33611193 -0.40443080 0.00151546 -0.00449686 -0.00347089 6
C 2.26451434 -1.07734973 -0.59935937 0.00274553 -0.00216934 -0.00921705 6
C 0.79482306 0.87994368 -0.21180481 -0.00041117 0.00295435 -0.00961300 6
C -0.34005992 0.02843229 -0.19972396 -0.00084780 -0.00171446 0.00439052 6
C -0.17351923 -1.39965795 -0.36524135 0.00043570 0.00233235 -0.00090693 6
C -1.63841457 0.57476426 -0.02868596 0.00596069 0.00185834 0.00353475 6
C -2.78346660 -0.27833668 -0.01844689 -0.00163121 0.00146594 -0.01505191 6
C -2.61888270 -1.69683154 -0.17423348 -0.00056230 0.00051648 0.00043087 6
C 3.04139221 2.60558141 -0.22574836 0.00430722 -0.00696584 0.00643290 6
C 1.79418883 3.13068762 -0.05003008 -0.00597694 0.00329708 -0.00749898 6
C 0.62558755 2.29474754 -0.04037516 0.00084944 -0.00320797 0.00131923 6
C -0.66519646 2.81585575 0.12345160 0.00240583 0.00272455 0.00821272 6
C -1.79906666 1.99212910 0.12914610 -0.00031645 -0.00070988 0.00208696 6
C -4.08794110 0.27511296 0.14038306 0.00357059 -0.00180954 0.01146100 6
C -5.20345831 -0.58576480 0.14642033 -0.00091526 0.00331708 -0.01332911 6
C -5.04081598 -1.96668812 -0.00494030 0.00300896 -0.00075848 0.00100525 6
C -3.12688567 2.51821373 0.28629912 0.00447079 0.00213098 -0.00066586 6
C -4.21884018 1.69995327 0.28970686 -0.00015560 -0.00306203 0.00989921 6
H 5.67024705 -1.15415288 -0.98644191 -0.00127676 0.00795942 0.00020996 1
H 5.39143191 1.29048299 -0.60994347 0.00329389 0.00739804 -0.00857514 1
H 3.91819524 3.25821373 -0.23360393 0.00016368 -0.00681651 0.00465827 1
H 1.66183230 4.20738526 0.08326450 0.00011467 -0.00256092 0.00350570 1
H -0.79195319 3.89447446 0.24859708 0.00424602 0.00326443 -0.00148070 1
H -6.20255125 -0.16019537 0.26717108 -0.00057238 0.00183207 0.00584597 1
H -5.91843634 -2.61760785 0.00097007 0.00287922 0.00056415 -0.00266371 1
H -3.24547856 3.59856860 0.40190293 0.00035769 -0.00194967 0.00273164 1
H -5.22141516 2.11864748 0.40888488 0.00061105 -0.00425965 0.00000211 1
C -3.77390923 -2.51873807 -0.16418281 0.00070021 -0.00285552 0.00838349 6
H -3.65479127 -3.59792075 -0.28647542 0.00392453 -0.00348996 0.00657472 1
C -1.31647298 -2.22449017 -0.33880890 -0.00008320 0.00039790 -0.01317264 6
H -1.19393513 -3.30398440 -0.45830009 -0.00080584 0.00011524 -0.00542868 1
C 1.12481458 -1.91415043 -0.55955908 0.00058194 -0.00185032 -0.01164705 6
H 1.25467579 -2.99143029 -0.69107508 -0.00212959 0.00243016 -0.00697664 1
C 3.56836227 -1.58568187 -0.82306696 0.00009451 -0.00255146 -0.00401555 6
H 3.69667690 -2.65915365 -0.97760824 -0.00274116 -0.00444441 -0.00162077 1
O 3.79295680 -2.58796106 2.10467200 -0.01465421 0.04199656 0.04627467 8
N 3.70990683 -1.49614242 2.45256782 -0.00542487 -0.02763813 0.00397523 7
40
Properties = species:S:1:pos:R:3:force:R:3:Z:I:1 Generated=T by=T Multiwfn=T energy=-29654.54195550543 pbc="F F F"
C 4.67096792 -0.75425919 -0.77321528 -0.03954532 0.03436465 -0.12116299 6
C 4.51483332 0.62088523 -0.58118764 -0.00315510 0.01100067 -0.01987869 6
C 3.23760362 1.17928334 -0.37336722 0.00757977 0.02969054 -0.03159912 6
C 2.09872542 0.32388536 -0.34062735 -0.00241396 0.00475418 -0.07372675 6
C 2.26166237 -1.08886742 -0.53152051 -0.00182656 0.02042793 -0.12209872 6
C 0.79199260 0.87250312 -0.16086146 0.01330695 0.00632599 -0.02062436 6
C -0.34507142 0.02462164 -0.15895867 0.00235014 -0.00527986 0.00559446 6
C -0.17802818 -1.40523372 -0.30992868 0.00477382 -0.00088395 0.00677321 6
C -1.64473672 0.57640205 -0.01431994 0.01385670 -0.00299549 0.00872900 6
C -2.79166910 -0.27374001 -0.01974277 0.00385691 0.00068181 0.01259368 6
C -2.62775788 -1.69238541 -0.17351359 0.00195826 -0.00683826 0.01015293 6
C 3.03973783 2.59324286 -0.21149133 -0.01543320 0.02187947 0.00103857 6
C 1.79366466 3.12320667 -0.03935057 0.00994765 0.00535504 -0.00793499 6
C 0.62331904 2.28994791 -0.01452532 0.00354097 0.00380292 0.00900663 6
C -0.66844468 2.81605469 0.13086969 0.00810911 -0.00026817 0.01428680 6
C -1.80455613 1.99513478 0.13518744 0.00547738 -0.00410564 -0.00437345 6
C -4.09641524 0.28195793 0.12776241 0.00395122 -0.00727221 0.00720752 6
C -5.21278801 -0.57746930 0.12409008 -0.00459199 0.00385367 -0.01484247 6
C -5.05104835 -1.95824696 -0.02934441 -0.00333256 -0.00019160 -0.01000504 6
C -3.13347947 2.52376233 0.28076926 0.01608678 -0.00230808 -0.00508729 6
C -4.22639164 1.70678787 0.27768313 0.00206912 -0.00494711 0.00983221 6
H 5.67285459 -1.17228007 -0.90537741 -0.04471699 0.01358802 -0.10495743 1
H 5.38417844 1.28036263 -0.62444686 0.01831628 0.02823195 0.08547638 1
H 3.91840367 3.24161468 -0.24277654 0.00221033 0.03031110 0.02155680 1
H 1.66410010 4.20221336 0.07174880 -0.00612781 0.01634389 0.00826183 1
H -0.79401189 3.89675303 0.23867721 0.00666893 0.00074619 0.00438522 1
H -6.21188136 -0.15074613 0.23919988 -0.00515604 0.00180198 0.00312734 1
H -5.92939011 -2.60789129 -0.03262348 -0.00320200 -0.00084893 -0.00066674 1
H -3.25311872 3.60426934 0.39495795 0.01180517 -0.00740658 -0.00027135 1
H -5.22938643 2.12604100 0.39206625 0.00753302 -0.00309443 -0.00576472 1
C -3.78398574 -2.51199965 -0.17948843 -0.00445999 -0.00450452 0.01597977 6
H -3.66472739 -3.59118054 -0.30091164 0.00034108 -0.00669942 0.00349907 1
C -1.32429089 -2.22478038 -0.31238980 0.00147967 -0.00440939 0.00533715 6
H -1.20374259 -3.30368234 -0.43795654 -0.00255177 -0.00786552 0.01606909 1
C 1.12319606 -1.92626479 -0.47071954 -0.00257234 0.00510323 -0.04403740 6
H 1.25448905 -3.00803715 -0.55824294 -0.00804951 0.01277550 -0.07814504 1
C 3.56289582 -1.59333844 -0.77824775 -0.03450050 0.01885786 -0.22552392 6
H 3.68780938 -2.66425898 -0.94281134 -0.00701320 -0.01528639 -0.01211566 1
O 3.91010976 -2.53504944 1.63999842 0.04049879 -0.21859341 0.49579100 8
N 3.79606295 -1.54242253 2.20427186 0.00293085 0.03390241 0.15811741 7
40
Properties = species:S:1:pos:R:3:force:R:3:Z:I:1 Generated=T by=T Multiwfn=T energy=-29653.84960777528 pbc="F F F"
C 4.69302972 -0.76751967 -0.68982177 -0.23844356 -0.07829699 -0.33709422 6
C 4.51793310 0.60504086 -0.55800504 -0.09385684 0.24758728 0.05774683 6
C 3.23547187 1.16479661 -0.34827352 0.16551195 0.01523512 -0.03920094 6
C 2.09745588 0.31346895 -0.29350873 0.03357650 -0.00523662 -0.02031295 6
C 2.26571214 -1.10054173 -0.44569876 0.24672493 0.09979362 -0.38400652 6
C 0.78878025 0.87060014 -0.14904455 0.02248579 -0.00670158 0.03037975 6
C -0.34923313 0.02619534 -0.15732628 0.03392278 -0.00284343 0.01325656 6
C -0.18018870 -1.40251013 -0.30705724 0.13399763 -0.04185412 0.04447788 6
C -1.64866292 0.58059440 -0.01971594 0.01928446 0.00939450 0.00426073 6
C -2.79320203 -0.27014084 -0.02568247 -0.02111976 -0.00121500 0.00163687 6
C -2.62717563 -1.68828027 -0.18229663 0.00031131 -0.01847101 0.00653451 6
C 3.03633820 2.57675121 -0.21467861 -0.02571001 0.13810188 0.01174115 6
C 1.79164874 3.11518145 -0.04491504 0.08513597 0.04020969 -0.01424494 6
C 0.61951285 2.28913091 -0.01539018 -0.03505910 -0.01297692 0.01456160 6
C -0.67343985 2.81923396 0.12642681 0.07545978 -0.00798482 0.00262031 6
C -1.80933079 2.00027431 0.13032502 -0.00923880 -0.04951883 0.00675640 6
C -4.09846292 0.28443250 0.12601661 0.02976762 0.00821627 -0.00648664 6
C -5.21108932 -0.57711790 0.12218234 -0.04148558 -0.03769114 -0.00179715 6
C -5.04714404 -1.95843369 -0.03148845 -0.03009127 0.02287655 0.00631669 6
C -3.13918606 2.52819034 0.27918975 0.03120245 -0.01854686 -0.00441854 6
C -4.23078295 1.70968718 0.27861710 0.01416462 -0.03063860 -0.00865161 6
H 5.69945040 -1.17596932 -0.82992207 -0.12743849 -0.01105250 -0.13768336 1
H 5.37438699 1.27016822 -0.68661980 0.02386514 0.07403718 0.19845617 1
H 3.91791136 3.21904760 -0.25194357 0.01605351 0.08313899 0.01015540 1
H 1.66679146 4.19500646 0.05911272 0.00618679 0.02965480 0.00037122 1
H -0.79951626 3.90008061 0.23523117 0.02774015 -0.01059505 -0.01008731 1
H -6.21035441 -0.15303220 0.24194910 -0.01827129 0.00126812 -0.00190354 1
H -5.92388336 -2.60958144 -0.03050180 -0.01667438 -0.00213612 -0.00331467 1
H -3.26108703 3.60836889 0.39579243 0.02268243 -0.01423625 -0.00597617 1
H -5.23420803 2.12788448 0.39345564 0.01001357 -0.01033897 0.00097558 1
C -3.78074067 -2.51077942 -0.18320592 -0.00027213 -0.00328597 -0.00257038 6
H -3.65919707 -3.59001045 -0.30236566 -0.00320791 0.00091058 0.00076089 1
C -1.32366887 -2.21988153 -0.32294418 -0.03995119 -0.03644513 0.03187366 6
H -1.19967178 -3.29860142 -0.44177834 -0.02170546 -0.02471787 0.00295050 1
C 1.12765663 -1.92985757 -0.43056221 -0.14624621 -0.03569396 -0.01459590 6
H 1.25779745 -3.01150481 -0.51420195 -0.02820104 -0.01682895 -0.06630294 1
C 3.58486172 -1.61505745 -0.63488545 -0.32910272 0.76978217 -2.04231332 6
H 3.69060226 -2.65182986 -0.94060792 0.02916588 -0.21972181 0.17026587 1
O 3.87422133 -2.41657785 1.32102837 0.11299331 -0.55108885 2.27630100 8
N 3.79207387 -1.55588049 2.08436844 0.08582939 -0.29208943 0.20856153 7
40
Properties = species:S:1:pos:R:3:force:R:3:Z:I:1 Generated=T by=T Multiwfn=T energy=-29653.087207869292 pbc="F F F"
C 4.72577819 -0.75627842 -0.63855865 0.00188806 -0.01212615 -0.00350164 6
C 4.52933042 0.57508283 -0.57117677 -0.00228864 0.01482555 0.00081031 6
C 3.21738094 1.16091018 -0.34164657 -0.00233055 -0.00141190 -0.00091104 6
C 2.09124560 0.31463120 -0.28758880 -0.00000339 0.00206264 -0.00055268 6
C 2.24162252 -1.11711473 -0.39783185 -0.00053525 -0.00176923 -0.00229044 6
C 0.78656527 0.87138551 -0.15406282 -0.00145560 -0.00021448 0.00406677 6
C -0.35384813 0.02614518 -0.15986311 0.00021664 -0.00026811 0.00471592 6
C -0.19371269 -1.39813178 -0.31415737 0.00037389 -0.00007626 0.00422026 6
C -1.65120871 0.57953697 -0.01932238 0.00006171 -0.00047745 0.00315418 6
C -2.78988154 -0.26981130 -0.02584873 0.00059290 0.00056965 0.00071723 6
C -2.62582792 -1.68667332 -0.18283535 0.00101877 0.00030396 -0.00071682 6
C 3.03760823 2.55819454 -0.21545659 0.00045611 0.00059845 -0.00151988 6
C 1.78196902 3.10968845 -0.04573762 -0.00161769 0.00006397 -0.00147761 6
C 0.62279330 2.29057032 -0.01936280 0.00060056 0.00086451 0.00082090 6
C -0.68255451 2.82056236 0.12673885 -0.00069199 -0.00023279 0.00144043 6
C -1.80847241 2.00557141 0.13181588 -0.00001903 -0.00003142 0.00141205 6
C -4.10204077 0.28419925 0.12648645 0.00017555 0.00044809 -0.00409351 6
C -5.20673816 -0.57339037 0.12271491 0.00075657 0.00062627 -0.00337828 6
C -5.04290045 -1.96057645 -0.03140871 0.00025906 -0.00061922 -0.00246744 6
C -3.14395809 2.53065270 0.28047243 0.00036957 0.00108033 -0.00045123 6
C -4.23217322 1.71359902 0.27911075 -0.00007662 -0.00030077 -0.00029002 6
H 5.71897926 -1.17435725 -0.81479256 -0.00146080 0.00318184 0.00084348 1
H 5.37126461 1.25916562 -0.71095865 -0.00323949 0.00099003 0.00403679 1
H 3.91649558 3.20694299 -0.25374418 -0.00091922 -0.00230793 0.00025428 1
H 1.66618355 4.19098516 0.05953000 -0.00150055 -0.00031008 -0.00453594 1
H -0.80300467 3.90144729 0.23667245 -0.00014907 0.00073055 -0.00281135 1
H -6.20835067 -0.15259301 0.24171367 0.00056348 0.00080527 -0.00152225 1
H -5.92191187 -2.60932090 -0.03118874 0.00009338 -0.00078141 -0.00069322 1
H -3.26362530 3.61069805 0.39626529 0.00190776 0.00026544 -0.00046480 1
H -5.23613941 2.13001483 0.39390960 0.00175113 0.00065861 0.00142007 1
C -3.78020520 -2.51099782 -0.18304812 0.00185227 0.00018327 0.00005610 6
H -3.65848817 -3.59019958 -0.30300931 0.00201868 -0.00067024 0.00181016 1
C -1.31884484 -2.21582155 -0.32681045 0.00099111 0.00086821 0.00316842 6
